,business_categories,business_city,business_full_address,business_id,business_latitude,business_longitude,business_name,business_neighborhoods,business_open,business_review_count,business_stars,business_state,business_type
9683,Shopping; Mobile Phones,Chandler,"7131 W Ray Rd
Chandler, AZ 85226",oFu9fPx4kRcJyVw2_ttJVg,33.317906,-111.964138,T-Mobile,,True,4,3.5,AZ,business
9684,Pizza; Restaurants,Glendale,"9230 W Northern Ave
Ste 109
Glendale, AZ 85305",uL1faPt6dsuOxUUE0yXZeA,33.5521559,-112.257911,Doughboy's Pizza,,True,14,4.5,AZ,business
9685,Home Services,Chandler,"1727 N Arizona Ave
Ste 3
Chandler, AZ 85225",iP-kfBvvuzUSZWW6JI3T7A,33.333119,-111.841031,Covers Plus,,True,3,5.0,AZ,business
9686,Arts & Entertainment; Nightlife; Music Venues,Phoenix,"400 W Washington St
Phoenix, AZ 85003",6dESZ8DRkYDcqg1Lc3S8ZA,33.448775,-112.079564,Comerica Theater,,True,55,3.5,AZ,business
9687,"Music & DVDs; Books, Mags, Music & Video; Shopping",Phoenix,"3851 E Thunderbird
Phoenix, AZ 85028",PxxmgEM5cktuAArsL2lnAQ,33.611128,-111.9982767,Zia Records,,False,7,4.0,AZ,business
9688,Pizza; Restaurants,Phoenix,"3130 E Union Hills Dr
Phoenix, AZ 85050",uPGcW0cFGc15YiRCz_8taA,33.6553583,-112.0153723,Lucky's Pizza,,False,5,4.0,AZ,business
9689,Food; Donuts,Mesa,"2729 S Alma School Rd
Mesa, AZ 85210",YDeM8-M4GwxyymCoV7Y-Tg,33.3652366,-111.8587764,Dunkin Donuts,,True,11,3.0,AZ,business
9690,Local Services; Watch Repair,Phoenix,"Paradise Valley Mall
4550 E Cactus Rd, Ste 206
Phoenix, AZ 85032",bJtDGnXafNcUboskJapNEQ,33.5990432,-111.9812072,Gold Touch Jewelry,,True,4,5.0,AZ,business
9691,Food; Desserts,Mesa,"1863 S Signal Butte Rd
Mesa, AZ 85209",y2lNrjv4lg5gvpYhtUmfpg,33.3813585,-111.6003234,Village Inn,,True,4,3.0,AZ,business
9692,Bakeries; Food; Specialty Food; Ethnic Food,Phoenix,"10649 N 43rd Ave
Phoenix, AZ 85029",yxmvnNLJquL6EBBlBr1x_w,33.5827671,-112.1515375,Cuban Foods Bakery & Restaurant,,True,11,4.5,AZ,business
9693,Home Services; Apartments; Real Estate Services; Hotels & Travel; Guest Houses; Real Estate,Surprise,"14575 W Mountain View Blvd
Surprise, AZ 85374",531AqbFkCNO1lLJ4fTgE8Q,33.651936,-112.376331,Park Place Condominiums,,True,3,4.5,AZ,business
9694,Pizza; Restaurants,Fountain Hills,"16841 E. Shea Blvd
Suite 101
Fountain Hills, AZ 85268",38hRKTr67-RnoryoBtapoA,33.5746711,-111.7165421,Streets of New York,,True,5,3.5,AZ,business
9695,Auto Repair; Automotive,Gilbert,"797 W Guadalupe Rd
Gilbert, AZ 85233",o8AXQd1bXcTZof7K3Sy4mQ,33.363952,-111.806639,American Auto Lube & Repair,,True,3,2.5,AZ,business
9696,Shopping; Antiques,Phoenix,"4701 N 7th Ave
Phoenix, AZ 85013",oCi-_sEGElBCP9ym7JDkjw,33.506018,-112.082947,MadMaxx's Trash To Treasure,,True,4,5.0,AZ,business
9697,Shopping; Drugstores,Avondale,"11425 W Buckeye Road
Avondale, AZ 85323",9edf8GeJEI0OuctuxArLyA,33.4354343,-112.3030966,Fry's & Fry's Marketplace,,True,3,4.0,AZ,business
9698,Middle Eastern; Restaurants,Phoenix,"4426 N 19th Ave
Phoenix, AZ 85015",mUVTlJSil_xyjPD6qMx8UA,33.5014106,-112.1000362,Fattoush Restaurant,,True,35,4.0,AZ,business
9699,Food; Ice Cream & Frozen Yogurt,Mesa,"2849 N Power Rd
Ste 105
Mesa, AZ 85215",QFuBUr6RNv7xKqdqeSis9w,33.4686515752834,-111.683309228582,Golden Spoon Frozen Yogurt,,True,5,4.5,AZ,business
9700,Food; Ice Cream & Frozen Yogurt,Chandler,"4991 S Alma School Rd
Chandler, AZ 85248",5qt-QUxtjff9bNnH9jsWbg,33.2328817,-111.85828,Frio Mio Frozen Yogurt,,True,5,5.0,AZ,business
9701,Steakhouses; Restaurants; Brazilian,Scottsdale,"6300 N Scottsdale Rd
Scottsdale, AZ 85253",OE5nAmaSVaopeRS1Cs9Kuw,33.5299053,-111.926437,Fogo de Chao,,True,222,4.0,AZ,business
9702,Burgers; Fast Food; Restaurants,Gilbert,"695 S Val Vista Dr
Gilbert, AZ 85296",saDJPEJvnionK0PZwSF9FA,33.3377366,-111.7553186,Burger King,,True,4,1.5,AZ,business
9703,American (New); Restaurants,Scottsdale,"Grayhawk Country Club
8620 E. Thompson Peak Pkwy
Scottsdale, AZ 85255",Xn_vBRM_vpy6uhnEBIpt-g,33.677676,-111.897056,Phil's Grill,,True,6,3.5,AZ,business
9704,Shopping; Drugstores,Tempe,"5100 S McClintock Dr
Tempe, AZ 85282",iREJWfv8vLr6fBrGyg0IOg,33.379449,-111.910507,Fry's & Fry's Marketplace,,True,9,4.5,AZ,business
9705,Print Media; Mass Media,Phoenix,"3131 E Camelback Rd
Ste 200
Phoenix, AZ 85016",QXTtR0n7BAoe9njF6kUsOQ,33.509606,-112.013469,Phoenix Metropolitan Magazine,,True,5,4.5,AZ,business
9706,Food; Grocery,Phoenix,"4505 E Thomas Rd
Phoenix, AZ 85018",5WQhLNpG6xZryVCla4gMRA,33.479131,-111.984771,Fry's Food Store,,True,11,2.5,AZ,business
9707,Women's Clothing; Fashion; Shopping; Jewelry,Phoenix,"715 E Sheridan St
Phoenix, AZ 85006",8r86bJCb6hcoiZCWKL6H3A,33.474313,-112.064758,Olive Annie,,False,4,4.5,AZ,business
9708,Arts & Entertainment; Professional Sports Teams,Tempe,"8701 S Hardy Dr
Tempe, AZ 85284",L0R3081GwxRcP98BZ1K9qA,33.336569,-111.952224,Arizona Cardinals,,True,14,4.0,AZ,business
9709,Home Services; Real Estate; Apartments,Phoenix,"13229 S 48th St Ofc
Phoenix, AZ 85044",f206eOlap6ls5WcYKHmURA,33.326163,-111.978604,Presidio At South Mountain,,True,3,1.0,AZ,business
9710,Massage; Beauty & Spas,Phoenix,"3501 E Indian School Rd
Phoenix, AZ 85018",Jp8Tz0_OK3T71eYPmC2qww,33.4949761,-112.0062047,Phoenix Therapeutic Massage & Bodywork,,True,10,4.5,AZ,business
9711,Active Life; Nightlife; Bowling,Phoenix,"3424 W Union Hills Dr
Phoenix, AZ 85027",_hmeGfByQCV5-dKeC-8zpw,33.655796,-112.132916,AMF Union Hills Lanes,,True,6,3.5,AZ,business
9712,Skin Care; Day Spas; Massage; Beauty & Spas,Chandler,"1949 W Ray Rd
Ste 16
Chandler, AZ 85224",VU-6-O55jPN8L4fWe1FLsA,33.319395,-111.874965,Hawaiian Experience Spa,,True,13,4.5,AZ,business
9713,Mexican; Food Stands; Restaurants,Phoenix,"Phoenix, AZ 85032",dnhQaZ4wpLPwSfCleCILTg,33.6553007744297,-112.016134862095,Carte Blanche Gourmet Taco,,True,10,4.0,AZ,business
9714,Barbeque; Restaurants,Phoenix,"4801 E Washington St
Phoenix, AZ 85034",39oUcXr-06fcfT_MZ94z-Q,33.446572,-111.977677,Hap's Pit Barbecue,,True,45,3.5,AZ,business
9715,Local Flavor,Tempe,"520 S Mill Ave
Ste 205
Tempe, AZ 85281",Hl0DRZMaoXoWTKovxeWz9g,33.424672,-111.94041,Yelp's Spa Night at Mood Swings,,True,13,5.0,AZ,business
9716,Japanese; Restaurants,Phoenix,"4731 E Greenway Rd
Phoenix, AZ 85032",n7dkpRLUl7C6zLRRXk_BDg,33.625558,-111.979556,Samurai Sam's Teriyaki Grill,,True,3,3.5,AZ,business
9717,Local Services; Dry Cleaning & Laundry,Scottsdale,"23359 N Pima Road
Scottsdale, AZ 85255",GMu7ksPYqqI3HmuUzXsodg,33.697493,-111.889863,Pat's Cleaners,,True,4,4.5,AZ,business
9718,Sporting Goods; Bikes; Shopping,Phoenix,"1514 W Hatcher Rd
Phoenix, AZ 85021",bO-WvOxfPzNbwSD87KuiBQ,33.571472,-112.091899,Try Me Bicycle Shop,,True,8,5.0,AZ,business
9719,Home Services,Phoenix,"Phoenix, AZ",f6758KqcaSUKSjbjXKlniA,33.4483771,-112.0740373,Paul Padilla Reverse Osmosis Installation & Service,,True,5,5.0,AZ,business
9720,Bakeries; Food,Scottsdale,"8455 E McDonald Dr
Scottsdale, AZ 85250",kOeoqBdvLDC7xV6fgFVRVQ,33.5238949,-111.8988895,Cookies by Design,,True,7,3.5,AZ,business
9721,Fashion; Shopping; Beauty & Spas; Accessories; Tanning; Women's Clothing,Phoenix,"1605 N 7th Ave
Phoenix, AZ 85007",ZCMEPB97LvC2jV7hIQRnDw,33.4660253,-112.0826274,Boutique Solie,,True,8,5.0,AZ,business
9722,"Food; Beer, Wine & Spirits",Phoenix,"1670 E Camelback Rd
Phoenix, AZ 85016",QYSBBLmZi-Cuw0sWzxgVVg,33.5093845,-112.0456423,Total Wine,,True,81,4.5,AZ,business
9723,Veterinarians; Pets,Phoenix,"9812 N 7th Street
Suite 1
Phoenix, AZ 85020",8WQMr5QBjs0xeMPZjj3iRQ,33.5759106,-112.06531,VCA Mountain View Animal Hospital,,True,9,4.5,AZ,business
9724,Local Services; Dry Cleaning & Laundry,Phoenix,"1146 E Northern Avenue
Phoenix, AZ 85020",RMcSaSsKiIRTO-OO-6kW3w,33.553339,-112.056796,Suntown Laundry & Dry Cleaning,,True,7,2.0,AZ,business
9725,Chicken Wings; Restaurants,Anthem,"3668 W Anthem Way
Ste B132
Anthem, AZ 85086",XktuGsowfp-pTDESP7NqCg,33.868744,-112.138729,Native New Yorker,,False,5,3.5,AZ,business
9726,Thai; Restaurants,Phoenix,"1820 N 75th Ave
Ste 110
Phoenix, AZ 85035",5uRaUf0eNyJgIdwAkIOM7Q,33.468226,-112.221156,75th Thai Taste Restaurant,,False,30,4.0,AZ,business
9727,Health & Medical; Dentists; Cosmetic Dentists,Phoenix,"6232 N 7th St
Ste 201
Phoenix, AZ 85014",x5GprJ443c6AhzbU6Vf4_Q,33.5285219,-112.0652717,Central Valley Dentistry,,True,4,5.0,AZ,business
9728,Local Services; Dry Cleaning & Laundry,Phoenix,"6322 N 7th Street
Phoenix, AZ 85014",mE52ELf36a9fa5PdXLu9Ow,33.530046,-112.06526,Tony's Cleaners & Tailors,,True,3,2.5,AZ,business
9729,Bars; Restaurants; American (Traditional); Sports Bars; Nightlife,Phoenix,"4855 E Warner Rd
Phoenix, AZ 85073",AaTC0a1gQ8Q6VJ6HQLYllg,33.331773,-111.978279,Madi G's,,False,4,3.5,AZ,business
9730,Home Services; Real Estate; Apartments,Phoenix,"4848 E Roosevelt St
Phoenix, AZ 85008",bVRoCoXu2jIyqbZRT_isWw,33.45911,-111.976608,Courtney Village Apartments,,True,5,1.5,AZ,business
9731,Chicken Wings; Restaurants,Phoenix,"1339 E Chandler Blvd
Phoenix, AZ 85048",FFdlPSZCGgTdg1CAfrlvlw,33.305264,-112.0534197,Native New Yorker,,True,18,3.5,AZ,business
9732,Home Services; Real Estate; Apartments,Phoenix,"1121 N 44th Street
Phoenix, AZ 85008",T_LgTwk4-2vFkgoVECz1gA,33.461343,-111.985287,Alanza Place Apartments,,True,3,3.5,AZ,business
9733,Fast Food; Tex-Mex; Restaurants,Phoenix,"15604 S 40th St
Phoenix, AZ 85048",EX5QAAciXEwOQ1xnFlVLAA,33.3050609,-111.9973418,Taco Bell,,True,4,3.5,AZ,business
9734,Health Markets; Food; Specialty Food; Sandwiches; Restaurants,Phoenix,"Camelback Inn
5402 E Lincoln Dr
Phoenix, AZ 85253",iq8BbCBog6NJH7rHEqb_ZA,33.5372522393252,-111.963802423372,Sprouts,,True,5,4.0,AZ,business
9735,Food; Grocery; Convenience Stores,Tempe,"1006 S McClintock Drive
Tempe, AZ 85281",OYqcDeqyKxuz_xsBz6-I5A,33.417941,-111.909471,7-Eleven Food Stores,,True,3,3.0,AZ,business
9736,Food; Ice Cream & Frozen Yogurt,Glendale,"9380 W Westgate Blvd
Ste D111
Glendale, AZ 85305",h074xiuN3fG1vJEPb6CSaQ,33.5343768,-112.261316,Cold Stone Creamery,,True,5,4.5,AZ,business
9737,Beauty & Spas; Nail Salons,Phoenix,"6825 N 16th St
Phoenix, AZ 85016",rE2InW2Jmjy6hzH3p4Iyjw,33.5368278,-112.0475038,Biagio Nail & Spa,,True,33,4.5,AZ,business
9738,American (Traditional); Restaurants,Phoenix,"3 W Monroe St
Phoenix, AZ 85003",JzKG_Upd49TVOneDmesELw,33.4503624,-112.0750411,Monroe's Downtown,,False,4,5.0,AZ,business
9739,Mexican; Restaurants,Tempe,"1712 East Guadalupe Rd
Tempe, AZ 85283",2o8wGRVSn1UCrwSMqwgu-g,33.3638909,-111.9131101,Rubio's Fresh Mexican Grill,,True,16,4.0,AZ,business
9740,Elementary Schools; Middle Schools & High Schools; Education,Phoenix,"6351 N 27th Ave
Phoenix, AZ 85017",0ytZOTV8kv67sUWDRgXL_A,33.5297512,-112.1167282,Sts Simon & Jude Cathedral,,True,3,4.5,AZ,business
9741,Mexican; Restaurants,Phoenix,"2410 W Northern Ave
Phoenix, AZ 85021",YaB2hKgWUaqAWnCA6YWD7g,33.5534547,-112.1101623,El Pollo Loco,,True,3,3.0,AZ,business
9742,Food; Coffee & Tea,Phoenix,"4 W Camelback Rd
Phoenix, AZ 85013",EXmWz2eaKTGNIf3FJUlVZA,33.5093758,-112.0742672,Dutch Bros. Coffee,,True,64,4.5,AZ,business
9743,Fast Food; American (Traditional); Restaurants,Phoenix,"2929 N Central Ave
Phoenix, AZ 85012",JB9zRTOKSS1ApkF1T7_khw,33.4816891,-112.0731154,Mid City Kitchen,,True,8,3.5,AZ,business
9744,Real Estate Services; Home Services; Real Estate,Phoenix,"Phoenix, AZ 85048",KJXi3s3rcKb1EcZUApL0Vg,33.2909097,-112.0357137,Brian Flatley - Keller Williams,,True,4,3.0,AZ,business
9745,Veterinarians; Pets,Phoenix,"13801 N Cave Creek Rd
Phoenix, AZ 85022",S4UzAa0XMYU5oNG3rIwsHA,33.611524,-112.035262,Sugarloaf Animal Clinic,,True,4,3.0,AZ,business
9746,Doctors; Health & Medical; Family Practice,Chandler,"4909 S Alma School Rd
Ste 4
Chandler, AZ 85248",7wo9ZA7adxw1_8v4wmRCjA,33.236319,-111.858944,"Erin Bradley, MD",,True,3,5.0,AZ,business
9747,Hotels & Travel; Tours,Phoenix,"Phoenix, AZ 85225",G1HjLLZNBwQ7xQsA7o11Vg,33.3181,-111.8332,Detours Of Arizona,,True,5,4.0,AZ,business
9748,Doctors; Health & Medical; Cardiologists,Chandler,"595 North Dobson Road Suite C 48
Chandler, AZ 85224",ya1e25Xns6uiEzZfyUIvJA,33.3124941,-111.8752656,"Dr. James F. Ganem, MD",,True,4,4.0,AZ,business
9749,Food; Grocery,Scottsdale,"11475 E Via Linda
Scottsdale, AZ 85259",rC1Hn-q0SjhS9-bwLbY8hg,33.5896313,-111.8338317,Albertsons-Osco,,True,6,3.5,AZ,business
9750,Mass Media; Radio Stations,Scottsdale,"Scottsdale, AZ 85258",AysJalmBcLa5zlNDByb3Ww,33.5669912,-111.8985922,KWSS 106.7 FM,,True,4,5.0,AZ,business
9751,Health & Medical; Dentists; General Dentistry,Scottsdale,"7701 E Indian School Rd
Ste C
Scottsdale, AZ 85251",wPb6f04NSnQc1aCPOR1sEA,33.494591,-111.914762,"Moataz Karawi, DDS",,True,7,5.0,AZ,business
9752,Pubs; Dive Bars; Bars; Nightlife,Phoenix,"537 E Camelback Rd
Phoenix, AZ 85012",VC0VbRhQqvXpolK3pFuZPw,33.5091973,-112.0658233,HB Hanratty's,,True,34,4.0,AZ,business
9753,Hair Salons; Beauty & Spas,Phoenix,"316 W McDowell St
2nd Fl
Phoenix, AZ 85008",mSuYbo6-esZZvEGGJzr1NQ,33.466077,-112.078974,a.bloom Salon,,True,10,5.0,AZ,business
9754,Burgers; Restaurants,Tempe,"1346 S Rural Rd
Tempe, AZ 85281",6pd0Z40VifMh6ETJrOw_0g,33.4131763,-111.9265266,Whataburger,,True,13,4.0,AZ,business
9755,Bars; Nightlife,Scottsdale,"4251 N Winfield Scott Plz
Scottsdale, AZ 85251",fjAQGf-iJlVjD2vizzuORQ,33.4982604,-111.9251128,Giligin's Bar,,True,124,3.5,AZ,business
9756,Bars; Nightlife,Scottsdale,"7436 E McDowell Rd
Scottsdale, AZ 85257",iolKKrnT8mVN-r3TzLI9Tg,33.46619,-111.92034,The Longshot Bar & Grill,,True,4,2.5,AZ,business
9757,Restaurants,Mesa,"6813 E Main Street
Mesa, AZ 85207",Oif-dEqMVS3ee_p5ZhYyqA,33.4155153,-111.6835469,Village Inn,,True,3,2.5,AZ,business
9758,Arts & Entertainment; Stadiums & Arenas,Glendale,"9400 W Maryland Ave
Glendale, AZ 85305",F0ZXhPJD8yNS3xzTxsichg,33.531484,-112.26167,Jobing.com Arena,,True,73,4.0,AZ,business
9759,Post Offices; Public Services & Government,Phoenix,"4949 E Van Buren St
Phoenix, AZ 85040",cfLFCHA3ZHzAwRGInKO1hw,33.449991,-111.976123,US Post Office,,True,11,5.0,AZ,business
9760,Bars; American (Traditional); Sports Bars; Nightlife; Chicken Wings; Restaurants,Phoenix,"2 E. Jefferson St.
Phoenix, AZ 85003",G4ZZHlp6CdYBZOirW2_PQA,33.4473356,-112.0734239,Tilted Kilt Pub & Eatery,,True,75,2.5,AZ,business
9761,,Scottsdale,"15425 N Scottsdale Rd
Scottsdale, AZ 85254",Qs9d1d0gGY2kf3w1Evzrjg,33.626109,-111.924591,Floozy,,True,4,2.0,AZ,business
9762,Food; Burgers; Ice Cream & Frozen Yogurt; Restaurants,Gilbert,"129 E Williams Field Rd
Gilbert, AZ 85295",6w2Vc591E3Ky-VE6o0UXbw,33.3059362523332,-111.786838173866,Freddy's Frozen Custard & Steakburgers,,True,15,4.0,AZ,business
9763,Bars; Restaurants; American (Traditional); Sports Bars; Nightlife,Phoenix,"2435 S 47th St
Phoenix, AZ 85034",avvNnkpGpGIS-2CClsduXA,33.425077,-111.98091,Rimrock Bar & Grille,,True,8,3.0,AZ,business
9764,Chinese; Restaurants,Peoria,"8317 W Peoria Ave
Peoria, AZ 85345",NmYTwkqyaCtEg3wifBkxkw,33.5819949,-112.2370076,Wong's Jr,,True,31,3.5,AZ,business
9765,Food; Grocery,Mesa,"1235 S Power Rd
Mesa, AZ 85206",lLC7pJSpnF9CDfL9Gbg-Sg,33.3931905135467,-111.683241238791,Winco Foods,,True,5,3.5,AZ,business
9766,"Bars; Food; Beer, Wine & Spirits; Nightlife; American (New); Sports Bars; Restaurants",Gilbert,"3861 E Baseline Rd
Ste K139
Gilbert, AZ 85234",xuEsUDFIWIEnBXvj1EBXlw,33.3604,-111.7497,Crabby Don's Bar & Grill,,True,21,3.0,AZ,business
9767,Pet Services; Pet Groomers; Pet Training; Pets; Pet Stores,Scottsdale,"8910 East Indian Bend Rd
Scottsdale, AZ 85250",GIAcSwgHtT-ookKK4-dsLA,33.5390042,-111.8891687,Petco,,True,6,3.5,AZ,business
9768,Food; Arts & Entertainment; Street Vendors; Festivals,Phoenix,"408 E Roosevelt St
Phoenix, AZ 85004",-5EWgRkudDlcCbQSIL_twA,33.459023,-112.068175,Phoenix Food Truck Festival,,True,12,2.0,AZ,business
9769,Nightlife; Venues & Event Spaces; Event Planning & Services,Tempe,"910 N McClintock Rd
Tempe, AZ 85281",5FwZ3pH1d2VEk_Ih8h6s2Q,33.4393736,-111.9096007,910 Live,,True,13,3.5,AZ,business
9770,American (Traditional); Restaurants,Phoenix,"4824 E Chandler Blvd
Phoenix, AZ 85044",4ajdHuLC3fyU8rk_br0Abg,33.3054275,-111.9790116,Waffle House,,True,4,3.0,AZ,business
9771,Restaurants,Sun City,"10503 W Thunderbird Boulevard
Sun City, AZ 85351",pwV7OoVlCsQICqFsmRa-zQ,33.604202,-112.285938,La Petite Cafe,,True,4,3.0,AZ,business
9772,Thai; Restaurants,Phoenix,"114 W Adams St
Ste 104
Phoenix, AZ 85003",SDetUVwhaCPGkQYqmUak6g,33.449553,-112.075503,Thai Basil,,True,16,3.5,AZ,business
9773,Mexican; Restaurants,Phoenix,"3110 N Central Ave
Phoenix, AZ 85012",WPSM_oTPceoSnwqQWfAsdg,33.484149,-112.074924,Qdoba,,True,15,3.0,AZ,business
9774,Burgers; Fast Food; Restaurants,Phoenix,"3130 E Broadway Rd
Phoenix, AZ 85040",41SzC2WJ-RVUpVZ2NJfE-w,33.407505,-112.013804,McDonald's,,True,3,2.5,AZ,business
9775,Shopping; Drugstores,Phoenix,"5068 N Central Ave
Phoenix, AZ 85012",zS-DQVoWYa166NwAm-fkAw,33.5110223,-112.0737662,Fairmont Pharmacy,,True,4,5.0,AZ,business
9776,American (New); Restaurants,Phoenix,"3 S 2nd St
Phoenix, AZ 85004",Ydc74ermKp1L4fYOrPvzXw,33.447091,-112.07149,Stoudemire's Downtown,,False,18,2.5,AZ,business
9777,Hair Salons; Makeup Artists; Beauty & Spas,Scottsdale,"7000 E Shea Blvd
Ste 1618
Scottsdale, AZ 85254",dJ962_NkSc1bcvnBnFrd_w,33.582555,-111.930192,Mesha Salon,,True,3,5.0,AZ,business
9778,Food; Ice Cream & Frozen Yogurt,Chandler,"3111 W Chandler Blvd
Upper level 2A
Chandler, AZ 85226",U1yAeLnWth_E1TmPasagbw,33.3057148,-111.8962557,Ocean Blue Frozen Yogurt,,True,4,4.5,AZ,business
9779,American (New); Restaurants,Phoenix,"3213 E Camelback Rd
Phoenix, AZ 85018",zG_wv69bsllw_PWhOmoAKQ,33.5097999,-112.0122745,Tarbell's,,True,107,4.5,AZ,business
9780,Italian; Pizza; Restaurants,Phoenix,"3233 E Chandler Blvd
Phoenix, AZ 85048",EQTdq1SJuU6bjC3myEfDWg,33.304846,-112.012594,Barro's Pizza,,True,14,3.5,AZ,business
9781,Thai; Restaurants,Tempe,"1731 E Broadway
Tempe, AZ 85282",km3g-wDO2KfhfnTvJrLJig,33.4074413,-111.9099121,Papaya Thai,,True,62,3.0,AZ,business
9782,Breakfast & Brunch; Diners; Restaurants,Tempe,"1750 N Scottsdale Rd
Tempe, AZ 85281",FPboZrUMSNYE4Yy_0fX-Ug,33.424281,-111.924088,Jim's Coney Island Cafe,,True,28,4.0,AZ,business
9783,Food; Juice Bars & Smoothies,Mesa,"444 West Main St
# 100
Mesa, AZ 85201",TTGeB7Tr1o2PEdi2c1Gx5w,33.415444,-111.841644,Planet Smoothie,,True,4,4.5,AZ,business
9784,Auto Repair; Automotive; Body Shops,Peoria,"16000 North 75th Avenue
Peoria, AZ 85382",uWi678q45tyGPaWGGnDvHA,33.6302383,-112.2204051,Sterling Autobody Centers,,True,3,3.5,AZ,business
9785,Auto Repair; Automotive; Tires,Glendale,"12251 N 51st Ave
Glendale, AZ 85304",ns64otnQ-WzkjsVS2vVK6g,33.598242,-112.16824,Community Tire Pros & Auto Repair,,True,7,4.0,AZ,business
9786,Weight Loss Centers; Beauty & Spas; Health & Medical; Medical Spas,Glendale,"11851 N 51st Ave
Glendale, AZ 85304",TrpyasYx-wHVg06FyJJieA,33.5934753417969,-112.168670654297,Red Mountain Med Spa,,True,5,3.0,AZ,business
9787,Seafood; Mexican; Restaurants,Phoenix,"3311 N 16th St
Phoenix, AZ 85016",o2vKya6WSNcMNTxAcJsF1g,33.486257,-112.0476186,El Pacifico Restaurante Y Pescaderia,,True,11,3.5,AZ,business
9788,Hair Salons; Skin Care; Nail Salons; Beauty & Spas,Peoria,"9824 W Northern Ave
Ste 1800
Peoria, AZ 85345",UAqHosm2zxo-q4pvL2pb8A,33.5514953,-112.2690891,Vivaldi Salon Suites,,True,4,5.0,AZ,business
9789,Active Life; Yoga; Fitness & Instruction,Scottsdale,"20831 N Scottsdale Rd
Ste 111
Scottsdale, AZ 85255",GAa0muUX-16wP7Jw5L_W_w,33.6767649264512,-111.924730539322,One Love Yoga,,True,10,4.5,AZ,business
9790,Burgers; Restaurants,Tempe,"680 Mill Ave S
Tempe, AZ 85281",rIonUa02zMz_ki8eF-Adug,33.4240085,-111.9401874,Five Guys Burgers and Fries,,True,100,3.0,AZ,business
9791,Beauty & Spas; Nail Salons,Chandler,"7131 W Ray Road
Chandler, AZ 85226",aWbvOOOhlRIVXBansfLdEQ,33.317906,-111.964138,Valley Nails,,True,7,4.0,AZ,business
9792,Food; Department Stores; Grocery; Fashion; Shopping,Peoria,"7455 W Cactus Rd
Peoria, AZ 85381",dwUCKSSDh-gnmLWQ6nr8CA,33.594702,-112.218673,Fry's Food Stores,,True,3,3.0,AZ,business
9793,Restaurants,Mesa,"3440 E Baseline Road
Mesa, AZ 85204",LjwXnAjusrwCZGsWV3Ue8Q,33.3796242,-111.7559874,Panda Express,,True,6,2.5,AZ,business
9794,Grocery; Food; Ethnic Food; Specialty Food; Middle Eastern; Halal; Restaurants,Phoenix,"523 N 20th St
Phoenix, AZ 85006",cOUS79i4vltKIc_hy4OZBg,33.455036,-112.038676,Baiz Market,,True,67,4.0,AZ,business
9795,Burgers; Hot Dogs; Restaurants,Glendale,"8243 W Indian School Rd
Glendale, AZ 85303",d9_yIveVkW7EryyVensD8w,33.49389,-112.236894,La Pasadita Hot Dogs,,True,3,4.0,AZ,business
9796,Hotels & Travel; Event Planning & Services; Hotels,Tempe,"1915 E Apache Blvd
Tempe, AZ 85281",TtdQtqjvN_K4449boXaU1A,33.41389,-111.902918,Ramada Tempe,,True,7,2.0,AZ,business
9797,Hotels & Travel; Event Planning & Services; Hotels,Peoria,"16321 N 83rd Avenue
Peoria, AZ 85382",xqhvLIxkCuV5jAmNkpsyBg,33.6349919,-112.232847,La Quinta,,True,7,3.0,AZ,business
9798,Hotels & Travel; Event Planning & Services; Venues & Event Spaces; Hotels,Fort McDowell,"10438 N Fort McDowell Rd
Fort McDowell, AZ 85264",b9j-xkzT7viHT6GM0y3nIw,33.5823384,-111.6801411,Radisson Fort McDowell Resort,,True,29,3.0,AZ,business
9799,Doctors; Health & Medical,Tempe,"4515 S McClintock Dr Ste 100
Tempe, AZ 85282",JLZdv8wgqgQuDRoD8e4duw,33.3848303,-111.9088442,East Valley Primary Care Physicians,,True,5,2.0,AZ,business
9800,Flowers & Gifts; Shopping; Florists,Scottsdale,"23233 N Pima Rd
Ste 107
Scottsdale, AZ 85255",JnKJa7e6dd4G7wAKhg8e2Q,33.6964633,-111.8905085,La Paloma Blanca Floral Designs,,True,3,4.0,AZ,business
9801,Arts & Crafts; Shopping; Hobby Shops,Phoenix,"25037 N 17th Ave
Phoenix, AZ 85085",V_TwyQX9gE2JRjT6MxC3vQ,33.714252,-112.095326,Desert Dragon Pottery,,True,10,3.5,AZ,business
9802,Bakeries; Food; Cafes; Restaurants,Chandler,"3111 W Chandler Blvd
Chandler, AZ 85226",U9iWs_XQ88IEj_Cgawyz4w,33.3022462,-111.897967,Wildflower Bread Company,,True,46,4.0,AZ,business
9803,Food; Ice Cream & Frozen Yogurt,Scottsdale,"15688 N Pima Fwy
Scottsdale, AZ 85260",7ygQVKCG3qwlPCc4D4Pixw,33.6185266,-111.8915201,Friomio,,False,7,3.5,AZ,business
9804,Restaurants,Chandler,"3095 W Chandler Blvd
Chandler, AZ 85226",HLmcbHeosE0OhEjy2C-Ayw,33.30478,-111.897469,Rockfish Seafood Grill,,False,6,3.0,AZ,business
9805,Gift Shops; Flowers & Gifts; Shopping; Home Decor; Home & Garden,Phoenix,"2474 E Camelback Rd
Phoenix, AZ 85016",p1W5b0PVWP0Y-ANLmN0wHg,33.5094824,-112.0282825,Cornelia Park,,True,5,3.0,AZ,business
